brand_code,artist,title,tier,method,chosen_ext,n_audio,n_candidates,note,chosen_path,alt_candidates
NOMAD-0109,Idlewild,The Bronze Medal,HIGH,name-match,mp3,3,2,,NOMAD-0109 - Idlewild - The Bronze Medal/Idlewild - The Bronze Medal.mp3,NOMAD-0109 - Idlewild - The Bronze Medal/12 The Bronze Medal.mp3
NOMAD-0110,Idlewild,These Wooden Ideas,HIGH,name-match,mp3,3,2,,NOMAD-0110 - Idlewild - These Wooden Ideas/Idlewild - These Wooden Ideas.mp3,NOMAD-0110 - Idlewild - These Wooden Ideas/03 These Wooden Ideas.mp3
NOMAD-0111,Idlewild,You Held the World in Your Arms,HIGH,name-match,mp3,3,2,,NOMAD-0111 - Idlewild - You Held the World in Your Arms/Idlewild - You Held the World in Your Arms.mp3,NOMAD-0111 - Idlewild - You Held the World in Your Arms/01 - You Held the World in Your Arms.mp3
NOMAD-0112,Los Campesinos!,A Heat Rash in the Shape of the Show Me State,HIGH,name-match,mp3,3,2,,NOMAD-0112 - Los Campesinos! - A Heat Rash in the Shape of the Show Me State/Los Campesinos! - A Heat Rash in the Shape of the Show Me State.mp3,"NOMAD-0112 - Los Campesinos! - A Heat Rash in the Shape of the Show Me State/12 - A Heat Rash in the Shape of the Show-Me State,,,.mp3"
NOMAD-0113,Los Campesinos!,All Your Kayfabe Friends,HIGH,name-match,mp3,3,2,,NOMAD-0113 - Los Campesinos! - All Your Kayfabe Friends/Los Campesinos! - All Your Kayfabe Friends.mp3,NOMAD-0113 - Los Campesinos! - All Your Kayfabe Friends/10 All Your Kayfabe Friends.mp3
NOMAD-0114,Los Campesinos!,Coda A Burn Scar in the Shape of the Sooner State,HIGH,name-match,mp3,3,2,,NOMAD-0114 - Los Campesinos! - Coda A Burn Scar in the Shape of the Sooner State/Los Campesinos! - Coda A Burn Scar in the Shape of the Sooner State.mp3,NOMAD-0114 - Los Campesinos! - Coda A Burn Scar in the Shape of the Sooner State/15 - Coda- A Burn Scar in the Shape of the Sooner State.mp3
NOMAD-0115,Los Campesinos!,Documented Minor Emotional Breakdown #1,HIGH,name-match,mp3,3,2,,NOMAD-0115 - Los Campesinos! - Documented Minor Emotional Breakdown #1/Los Campesinos! - Documented Minor Emotional Breakdown #1.mp3,NOMAD-0115 - Los Campesinos! - Documented Minor Emotional Breakdown #1/08 Documented Minor Emotional Breakdown #1.mp3
NOMAD-0116,Los Campesinos!,Heart Swells:100-1,HIGH,name-match,mp3,3,2,,NOMAD-0116 - Los Campesinos! - Heart Swells:100-1/Los Campesinos! - Heart Swells:100-1.mp3,NOMAD-0116 - Los Campesinos! - Heart Swells:100-1/10 - Heart Swells_100-1.mp3
NOMAD-0117,Los Campesinos!,Heart Swells ／ Pacific Daylight Time,HIGH,name-match,mp3,3,2,,NOMAD-0117 - Los Campesinos! - Heart Swells ／ Pacific Daylight Time/Los Campesinos! - Heart Swells ／ Pacific Daylight Time.mp3,NOMAD-0117 - Los Campesinos! - Heart Swells ／ Pacific Daylight Time/09 Heart Swells ／ Pacific Daylight Time.mp3
NOMAD-0118,Los Campesinos!,"I Just Sighed, I Just Signed, Just So You Know",HIGH,name-match,mp3,3,2,,"NOMAD-0118 - Los Campesinos! - I Just Sighed, I Just Signed, Just So You Know/Los Campesinos! - I Just Sighed, I Just Signed, Just So You Know.mp3","NOMAD-0118 - Los Campesinos! - I Just Sighed, I Just Signed, Just So You Know/11 - I Just Sighed, I Just Signed, Just So You Know.mp3"
NOMAD-0119,Los Campesinos!,"I Warned You, Do Not Make an Enemy of Me",HIGH,name-match,mp3,3,2,,"NOMAD-0119 - Los Campesinos! - I Warned You, Do Not Make an Enemy of Me/Los Campesinos! - I Warned You, Do Not Make an Enemy of Me.mp3","NOMAD-0119 - Los Campesinos! - I Warned You, Do Not Make an Enemy of Me/09 - I Warned You- Do Not Make an Enemy of Me.mp3"
NOMAD-0120,Los Campesinos!,In Medias Res,HIGH,name-match,mp3,3,2,,NOMAD-0120 - Los Campesinos! - In Medias Res/Los Campesinos! - In Medias Res.mp3,NOMAD-0120 - Los Campesinos! - In Medias Res/01 - In Medias Res.mp3
NOMAD-0121,Los Campesinos!,"It's Never That Easy Though, Is It (Song For The Other Kurt)",HIGH,name-match,mp3,3,2,,"NOMAD-0121 - Los Campesinos! - It's Never That Easy Though, Is It (Song For The Other Kurt)/Los Campesinos! - It's Never That Easy Though, Is It (Song For The Other Kurt).mp3","NOMAD-0121 - Los Campesinos! - It's Never That Easy Though, Is It (Song For The Other Kurt)/06 It's Never That Easy Though, Is It (Song For The Other Kurt).mp3"
NOMAD-0122,Los Campesinos!,Miserabilia,HIGH,name-match,mp3,3,2,,NOMAD-0122 - Los Campesinos! - Miserabilia/Los Campesinos! - Miserabilia.mp3,NOMAD-0122 - Los Campesinos! - Miserabilia/02 Miserabilia.mp3
NOMAD-0123,Los Campesinos!,Plan A,HIGH,name-match,mp3,3,2,,NOMAD-0123 - Los Campesinos! - Plan A/Los Campesinos! - Plan A.mp3,NOMAD-0123 - Los Campesinos! - Plan A/05 - Plan A.mp3
NOMAD-0124,Los Campesinos!,Romance is Boring,HIGH,name-match,mp3,3,2,,NOMAD-0124 - Los Campesinos! - Romance is Boring/Los Campesinos! - Romance is Boring.mp3,NOMAD-0124 - Los Campesinos! - Romance is Boring/03 - Romance is Boring.mp3
NOMAD-0125,Los Campesinos!,Straight in at 101,HIGH,name-match,mp3,3,2,,NOMAD-0125 - Los Campesinos! - Straight in at 101/Los Campesinos! - Straight in at 101.mp3,NOMAD-0125 - Los Campesinos! - Straight in at 101/07 - Straight in at 101.mp3
NOMAD-0126,Los Campesinos!,The End Of The Asterisk,HIGH,name-match,mp3,3,2,,NOMAD-0126 - Los Campesinos! - The End Of The Asterisk/Los Campesinos! - The End Of The Asterisk.mp3,NOMAD-0126 - Los Campesinos! - The End Of The Asterisk/07 The End Of The Asterisk.mp3
NOMAD-0127,Los Campesinos!,The Sea is a Good Place to Think of the Future,HIGH,name-match,mp3,3,2,,NOMAD-0127 - Los Campesinos! - The Sea is a Good Place to Think of the Future/Los Campesinos! - The Sea is a Good Place to Think of the Future.mp3,NOMAD-0127 - Los Campesinos! - The Sea is a Good Place to Think of the Future/13 - The Sea is a Good Place to Think of the Future.mp3
NOMAD-0128,Los Campesinos!,There Are Listed Buildings,HIGH,name-match,mp3,3,2,,NOMAD-0128 - Los Campesinos! - There Are Listed Buildings/Los Campesinos! - There Are Listed Buildings.mp3,NOMAD-0128 - Los Campesinos! - There Are Listed Buildings/02 - There Are Listed Buildings.mp3
NOMAD-0129,Los Campesinos!,"This is a Flag, There is No Wind",HIGH,name-match,mp3,3,2,,"NOMAD-0129 - Los Campesinos! - This is a Flag, There is No Wind/Los Campesinos! - This is a Flag, There is No Wind.mp3","NOMAD-0129 - Los Campesinos! - This is a Flag, There is No Wind/14 - This is a Flag, There is No Wind.mp3"
NOMAD-0130,Los Campesinos!,Ways To Make It Through The Wall,HIGH,name-match,mp3,3,2,,NOMAD-0130 - Los Campesinos! - Ways To Make It Through The Wall/Los Campesinos! - Ways To Make It Through The Wall.mp3,NOMAD-0130 - Los Campesinos! - Ways To Make It Through The Wall/01 Ways To Make It Through The Wall.mp3
NOMAD-0131,Los Campesinos!,"We Are Beautiful, We Are Doomed",HIGH,name-match,mp3,3,2,,"NOMAD-0131 - Los Campesinos! - We Are Beautiful, We Are Doomed/Los Campesinos! - We Are Beautiful, We Are Doomed.mp3","NOMAD-0131 - Los Campesinos! - We Are Beautiful, We Are Doomed/03 We Are Beautiful, We Are Doomed.mp3"
NOMAD-0132,Los Campesinos!,We've Got Your Back,HIGH,name-match,mp3,3,2,,NOMAD-0132 - Los Campesinos! - We've Got Your Back/Los Campesinos! - We've Got Your Back.mp3,"NOMAD-0132 - Los Campesinos! - We've Got Your Back/04 - We've Got Your Back,,,.mp3"
NOMAD-0133,Los Campesinos!,Who Fell Asleep In,HIGH,name-match,mp3,3,2,,NOMAD-0133 - Los Campesinos! - Who Fell Asleep In/Los Campesinos! - Who Fell Asleep In.mp3,NOMAD-0133 - Los Campesinos! - Who Fell Asleep In/08 - Who Fell Asleep In.mp3
NOMAD-0134,Los Campesinos!,You'll Need Those Fingers For Crossing,HIGH,name-match,mp3,3,2,,NOMAD-0134 - Los Campesinos! - You'll Need Those Fingers For Crossing/Los Campesinos! - You'll Need Those Fingers For Crossing.mp3,NOMAD-0134 - Los Campesinos! - You'll Need Those Fingers For Crossing/05 You'll Need Those Fingers For Crossing.mp3
NOMAD-0135,Miracles of Modern Science,Bossa Supernova,HIGH,name-match,mp3,5,3,,NOMAD-0135 - Miracles of Modern Science - Bossa Supernova/Miracles of Modern Science - Bossa Supernova.mp3,NOMAD-0135 - Miracles of Modern Science - Bossa Supernova/11 Bossa Supernova.flac ;; NOMAD-0135 - Miracles of Modern Science - Bossa Supernova/11 Bossa Supernova.mp3
NOMAD-0136,Miracles of Modern Science,Eating Me Alive,HIGH,name-match,mp3,5,3,,NOMAD-0136 - Miracles of Modern Science - Eating Me Alive/Miracles of Modern Science - Eating Me Alive.mp3,NOMAD-0136 - Miracles of Modern Science - Eating Me Alive/04 Eating Me Alive.flac ;; NOMAD-0136 - Miracles of Modern Science - Eating Me Alive/04 Eating Me Alive.mp3
NOMAD-0137,Miracles of Modern Science,Friend Of The Animals,HIGH,name-match,mp3,5,3,,NOMAD-0137 - Miracles of Modern Science - Friend Of The Animals/Miracles of Modern Science - Friend Of The Animals.mp3,NOMAD-0137 - Miracles of Modern Science - Friend Of The Animals/07 Friend Of The Animals.flac ;; NOMAD-0137 - Miracles of Modern Science - Friend Of The Animals/07 Friend Of The Animals.mp3
NOMAD-0138,Miracles of Modern Science,I Found Space,HIGH,name-match,mp3,5,3,,NOMAD-0138 - Miracles of Modern Science - I Found Space/Miracles of Modern Science - I Found Space.mp3,NOMAD-0138 - Miracles of Modern Science - I Found Space/09 I Found Space.flac ;; NOMAD-0138 - Miracles of Modern Science - I Found Space/09 I Found Space.mp3
NOMAD-0139,Miracles of Modern Science,Luminol,HIGH,name-match,mp3,5,3,,NOMAD-0139 - Miracles of Modern Science - Luminol/Miracles of Modern Science - Luminol.mp3,NOMAD-0139 - Miracles of Modern Science - Luminol/06 Luminol.flac ;; NOMAD-0139 - Miracles of Modern Science - Luminol/06 Luminol.mp3
NOMAD-0140,Miracles of Modern Science,MOMS AWAY!,HIGH,name-match,mp3,5,3,,NOMAD-0140 - Miracles of Modern Science - MOMS AWAY!/Miracles of Modern Science - MOMS AWAY!.mp3,NOMAD-0140 - Miracles of Modern Science - MOMS AWAY!/01 MOMS AWAY!.flac ;; NOMAD-0140 - Miracles of Modern Science - MOMS AWAY!/01 MOMS AWAY!.mp3
NOMAD-0141,Miracles of Modern Science,Quantum Of Solace,HIGH,name-match,mp3,5,3,,NOMAD-0141 - Miracles of Modern Science - Quantum Of Solace/Miracles of Modern Science - Quantum Of Solace.mp3,NOMAD-0141 - Miracles of Modern Science - Quantum Of Solace/05 Quantum Of Solace.flac ;; NOMAD-0141 - Miracles of Modern Science - Quantum Of Solace/05 Quantum Of Solace.mp3
NOMAD-0142,Miracles of Modern Science,Secret Track,HIGH,name-match,mp3,5,3,,NOMAD-0142 - Miracles of Modern Science - Secret Track/Miracles of Modern Science - Secret Track.mp3,NOMAD-0142 - Miracles of Modern Science - Secret Track/12 Secret Track.flac ;; NOMAD-0142 - Miracles of Modern Science - Secret Track/12 Secret Track.mp3
NOMAD-0143,Miracles of Modern Science,Space Chopper,HIGH,name-match,mp3,5,3,,NOMAD-0143 - Miracles of Modern Science - Space Chopper/Miracles of Modern Science - Space Chopper.mp3,NOMAD-0143 - Miracles of Modern Science - Space Chopper/08 Space Chopper.flac ;; NOMAD-0143 - Miracles of Modern Science - Space Chopper/08 Space Chopper.mp3
NOMAD-0144,Miracles of Modern Science,Strangerous,HIGH,name-match,mp3,5,3,,NOMAD-0144 - Miracles of Modern Science - Strangerous/Miracles of Modern Science - Strangerous.mp3,NOMAD-0144 - Miracles of Modern Science - Strangerous/02 Strangerous.flac ;; NOMAD-0144 - Miracles of Modern Science - Strangerous/02 Strangerous.mp3
NOMAD-0145,Miracles of Modern Science,Tensity,HIGH,name-match,mp3,5,3,,NOMAD-0145 - Miracles of Modern Science - Tensity/Miracles of Modern Science - Tensity.mp3,NOMAD-0145 - Miracles of Modern Science - Tensity/03 Tensity.flac ;; NOMAD-0145 - Miracles of Modern Science - Tensity/03 Tensity.mp3
NOMAD-0146,Miracles of Modern Science,The Moon & Australia,HIGH,name-match,mp3,5,3,,NOMAD-0146 - Miracles of Modern Science - The Moon & Australia/Miracles of Modern Science - The Moon & Australia.mp3,NOMAD-0146 - Miracles of Modern Science - The Moon & Australia/10 The Moon & Australia.flac ;; NOMAD-0146 - Miracles of Modern Science - The Moon & Australia/10 The Moon & Australia.mp3
NOMAD-0147,Nia Archives,(Over)Thinking,HIGH,name-match,mp3,5,3,,NOMAD-0147 - Nia Archives - (Over)Thinking/Nia Archives - (Over)Thinking.mp3,NOMAD-0147 - Nia Archives - (Over)Thinking/02 - (Over)Thinking.flac ;; NOMAD-0147 - Nia Archives - (Over)Thinking/02 - (Over)Thinking.mp3
NOMAD-0148,Nia Archives,18 & Over,HIGH,name-match,mp3,5,3,,NOMAD-0148 - Nia Archives - 18 & Over/Nia Archives - 18 & Over.mp3,NOMAD-0148 - Nia Archives - 18 & Over/03. 18 & Over.flac ;; NOMAD-0148 - Nia Archives - 18 & Over/03. 18 & Over.mp3
NOMAD-0149,Nia Archives,Crossroads,HIGH,name-match,mp3,5,3,,NOMAD-0149 - Nia Archives - Crossroads/Nia Archives - Crossroads.mp3,NOMAD-0149 - Nia Archives - Crossroads/03 - Crossroads.flac ;; NOMAD-0149 - Nia Archives - Crossroads/03 - Crossroads.mp3
NOMAD-0150,Nia Archives,Don't Kid Urself,HIGH,name-match,mp3,5,3,,NOMAD-0150 - Nia Archives - Don't Kid Urself/Nia Archives - Don't Kid Urself.mp3,NOMAD-0150 - Nia Archives - Don't Kid Urself/05 - Don't Kid Urself.flac ;; NOMAD-0150 - Nia Archives - Don't Kid Urself/05 - Don't Kid Urself.mp3
NOMAD-0151,Nia Archives,Gud Gudbyez,HIGH,name-match,mp3,5,3,,NOMAD-0151 - Nia Archives - Gud Gudbyez/Nia Archives - Gud Gudbyez.mp3,NOMAD-0151 - Nia Archives - Gud Gudbyez/06. Gud Gudbyez.flac ;; NOMAD-0151 - Nia Archives - Gud Gudbyez/06. Gud Gudbyez.mp3
NOMAD-0152,Nia Archives,Headz Gone West,HIGH,name-match,mp3,5,3,,NOMAD-0152 - Nia Archives - Headz Gone West/Nia Archives - Headz Gone West.mp3,NOMAD-0152 - Nia Archives - Headz Gone West/01 - Headz Gone West.flac ;; NOMAD-0152 - Nia Archives - Headz Gone West/01 - Headz Gone West.mp3
NOMAD-0153,Nia Archives,Luv Like,HIGH,name-match,mp3,5,3,,NOMAD-0153 - Nia Archives - Luv Like/Nia Archives - Luv Like.mp3,NOMAD-0153 - Nia Archives - Luv Like/04. Luv Like.flac ;; NOMAD-0153 - Nia Archives - Luv Like/04. Luv Like.mp3
NOMAD-0154,Nia Archives,Part Of Me,HIGH,name-match,mp3,5,3,,NOMAD-0154 - Nia Archives - Part Of Me/Nia Archives - Part Of Me.mp3,NOMAD-0154 - Nia Archives - Part Of Me/05. Part Of Me.flac ;; NOMAD-0154 - Nia Archives - Part Of Me/05. Part Of Me.mp3
NOMAD-0155,Nia Archives,Sober Feels,HIGH,name-match,mp3,5,3,,NOMAD-0155 - Nia Archives - Sober Feels/Nia Archives - Sober Feels.mp3,NOMAD-0155 - Nia Archives - Sober Feels/04 - Sober Feels.flac ;; NOMAD-0155 - Nia Archives - Sober Feels/04 - Sober Feels.mp3
NOMAD-0156,This Is Me Smiling,A Better Way to Fall in Love,HIGH,name-match,mp3,5,3,,NOMAD-0156 - This Is Me Smiling - A Better Way to Fall in Love/This Is Me Smiling - A Better Way to Fall in Love.mp3,NOMAD-0156 - This Is Me Smiling - A Better Way to Fall in Love/04 - A Better Way to Fall in Love.flac ;; NOMAD-0156 - This Is Me Smiling - A Better Way to Fall in Love/04 - A Better Way to Fall in Love.mp3
NOMAD-0157,This Is Me Smiling,Alive in the Chase,HIGH,name-match,mp3,5,3,,NOMAD-0157 - This Is Me Smiling - Alive in the Chase/This Is Me Smiling - Alive in the Chase.mp3,NOMAD-0157 - This Is Me Smiling - Alive in the Chase/13 - Alive in the Chase.flac ;; NOMAD-0157 - This Is Me Smiling - Alive in the Chase/13 - Alive in the Chase.mp3
NOMAD-0158,This Is Me Smiling,Ephemera,HIGH,name-match,mp3,5,3,,NOMAD-0158 - This Is Me Smiling - Ephemera/This Is Me Smiling - Ephemera.mp3,NOMAD-0158 - This Is Me Smiling - Ephemera/01 - Ephemera.flac ;; NOMAD-0158 - This Is Me Smiling - Ephemera/01 - Ephemera.mp3
NOMAD-0159,This Is Me Smiling,Feelin' the Time Pass By,HIGH,name-match,mp3,5,3,,NOMAD-0159 - This Is Me Smiling - Feelin' the Time Pass By/This Is Me Smiling - Feelin' the Time Pass By.mp3,NOMAD-0159 - This Is Me Smiling - Feelin' the Time Pass By/02 - Feelin' the Time Pass By.flac ;; NOMAD-0159 - This Is Me Smiling - Feelin' the Time Pass By/02 - Feelin' the Time Pass By.mp3
NOMAD-0160,This Is Me Smiling,For When You Don't Hear It Right,HIGH,name-match,mp3,5,3,,NOMAD-0160 - This Is Me Smiling - For When You Don't Hear It Right/This Is Me Smiling - For When You Don't Hear It Right.mp3,NOMAD-0160 - This Is Me Smiling - For When You Don't Hear It Right/12 - For When You Don't Hear It Right.flac ;; NOMAD-0160 - This Is Me Smiling - For When You Don't Hear It Right/12 - For When You Don't Hear It Right.mp3
NOMAD-0161,This Is Me Smiling,Goodbye to Each New Day,HIGH,name-match,mp3,5,3,,NOMAD-0161 - This Is Me Smiling - Goodbye to Each New Day/This Is Me Smiling - Goodbye to Each New Day.mp3,NOMAD-0161 - This Is Me Smiling - Goodbye to Each New Day/05 - Goodbye to Each New Day.flac ;; NOMAD-0161 - This Is Me Smiling - Goodbye to Each New Day/05 - Goodbye to Each New Day.mp3
NOMAD-0162,This Is Me Smiling,Matter to Matter,HIGH,name-match,mp3,5,3,,NOMAD-0162 - This Is Me Smiling - Matter to Matter/This Is Me Smiling - Matter to Matter.mp3,NOMAD-0162 - This Is Me Smiling - Matter to Matter/06 - Matter to Matter.flac ;; NOMAD-0162 - This Is Me Smiling - Matter to Matter/06 - Matter to Matter.mp3
NOMAD-0163,This Is Me Smiling,Mixin' Up Adjectives,HIGH,name-match,mp3,5,3,,NOMAD-0163 - This Is Me Smiling - Mixin' Up Adjectives/This Is Me Smiling - Mixin' Up Adjectives.mp3,NOMAD-0163 - This Is Me Smiling - Mixin' Up Adjectives/09 - Mixin' Up Adjectives.flac ;; NOMAD-0163 - This Is Me Smiling - Mixin' Up Adjectives/09 - Mixin' Up Adjectives.mp3
NOMAD-0164,This Is Me Smiling,Say What You're Gonna Say,HIGH,name-match,mp3,5,3,,NOMAD-0164 - This Is Me Smiling - Say What You're Gonna Say/This Is Me Smiling - Say What You're Gonna Say.mp3,NOMAD-0164 - This Is Me Smiling - Say What You're Gonna Say/10 - Say What You're Gonna Say.flac ;; NOMAD-0164 - This Is Me Smiling - Say What You're Gonna Say/10 - Say What You're Gonna Say.mp3
NOMAD-0165,This Is Me Smiling,So Excited to Sleep,HIGH,name-match,mp3,5,3,,NOMAD-0165 - This Is Me Smiling - So Excited to Sleep/This Is Me Smiling - So Excited to Sleep.mp3,NOMAD-0165 - This Is Me Smiling - So Excited to Sleep/07 - So Excited to Sleep.flac ;; NOMAD-0165 - This Is Me Smiling - So Excited to Sleep/07 - So Excited to Sleep.mp3
NOMAD-0166,This Is Me Smiling,Up in All Directions,HIGH,name-match,mp3,5,3,,NOMAD-0166 - This Is Me Smiling - Up in All Directions/This Is Me Smiling - Up in All Directions.mp3,NOMAD-0166 - This Is Me Smiling - Up in All Directions/08 - Up in All Directions.flac ;; NOMAD-0166 - This Is Me Smiling - Up in All Directions/08 - Up in All Directions.mp3
NOMAD-0167,Bug Hunter,Dear McCracken,HIGH,name-match,mp3,8,7,,NOMAD-0167 - Bug Hunter - Dear McCracken/Bug Hunter - Dear McCracken.mp3,NOMAD-0167 - Bug Hunter - Dear McCracken/Dear McCracken OfficialLyric.wav ;; NOMAD-0167 - Bug Hunter - Dear McCracken/Dear McCracken Orig.wav ;; NOMAD-0167 - Bug Hunter - Dear McCracken/Dear McCracken LyricVid.mp3
NOMAD-0168,Ken Ashcorp,Burgz,HIGH,name-match,mp3,4,3,,NOMAD-0168 - Ken Ashcorp - Burgz/Ken Ashcorp - Burgz.mp3,NOMAD-0168 - Ken Ashcorp - Burgz/Ken Ashcorp - Burgz [ioTQ7erZD1c].wav ;; NOMAD-0168 - Ken Ashcorp - Burgz/Ken Ashcorp - Burgz [ioTQ7erZD1c].webm
NOMAD-0169,Ken Ashcorp,Absolute Territory,HIGH,name-match,wav,4,3,,NOMAD-0169 - Ken Ashcorp - Absolute Territory/Ken Ashcorp - Absolute Territory.wav,NOMAD-0169 - Ken Ashcorp - Absolute Territory/Ken Ashcorp - Absolute Territory.mp3 ;; NOMAD-0169 - Ken Ashcorp - Absolute Territory/Ken Ashcorp - Absolute Territory [kFZKgf5WG0g].webm
NOMAD-0170,Ken Ashcorp,I'm Your Slave,HIGH,name-match,mp3,4,3,,NOMAD-0170 - Ken Ashcorp - I'm Your Slave/Ken Ashcorp - I'm Your Slave.mp3,NOMAD-0170 - Ken Ashcorp - I'm Your Slave/Ken Ashcorp - I'm Your Slave [oC0A-cEY-1Q].wav ;; NOMAD-0170 - Ken Ashcorp - I'm Your Slave/Ken Ashcorp - I'm Your Slave [oC0A-cEY-1Q].webm
NOMAD-0171,Mew,A Dark Design,HIGH,name-match,mp3,4,3,,NOMAD-0171 - Mew - A Dark Design/Mew - A Dark Design.mp3,NOMAD-0171 - Mew - A Dark Design/08 - A Dark Design.wav ;; NOMAD-0171 - Mew - A Dark Design/08 - A Dark Design.mp3
NOMAD-0172,Mew,An Envoy To The Open Fields,HIGH,name-match,mp3,4,3,,NOMAD-0172 - Mew - An Envoy To The Open Fields/Mew - An Envoy To The Open Fields.mp3,NOMAD-0172 - Mew - An Envoy To The Open Fields/10 - An Envoy To The Open Fields.wav ;; NOMAD-0172 - Mew - An Envoy To The Open Fields/10 - An Envoy To The Open Fields.mp3
NOMAD-0173,Mew,Apocalypso,HIGH,name-match,mp3,5,3,,NOMAD-0173 - Mew - Apocalypso/Mew - Apocalypso.mp3,NOMAD-0173 - Mew - Apocalypso/05 - Apocalypso.wav ;; NOMAD-0173 - Mew - Apocalypso/05 - Apocalypso.mp3
NOMAD-0174,Mew,Chinaberry Tree,HIGH,name-match,mp3,4,3,,NOMAD-0174 - Mew - Chinaberry Tree/Mew - Chinaberry Tree.mp3,NOMAD-0174 - Mew - Chinaberry Tree/02 - Chinaberry Tree.wav ;; NOMAD-0174 - Mew - Chinaberry Tree/02 - Chinaberry Tree.mp3
NOMAD-0175,Mew,Fox Cub,HIGH,name-match,mp3,4,3,,NOMAD-0175 - Mew - Fox Cub/Mew - Fox Cub.mp3,NOMAD-0175 - Mew - Fox Cub/04 - Fox Cub.wav ;; NOMAD-0175 - Mew - Fox Cub/04 - Fox Cub.mp3
NOMAD-0176,Mew,Louise Louisa,HIGH,name-match,mp3,4,3,,NOMAD-0176 - Mew - Louise Louisa/Mew - Louise Louisa.mp3,NOMAD-0176 - Mew - Louise Louisa/14 - Louise Louisa.wav ;; NOMAD-0176 - Mew - Louise Louisa/14 - Louise Louisa.mp3
NOMAD-0177,Mew,Saviours Of Jazz Ballet,HIGH,name-match,mp3,4,3,,NOMAD-0177 - Mew - Saviours Of Jazz Ballet/Mew - Saviours Of Jazz Ballet.mp3,"NOMAD-0177 - Mew - Saviours Of Jazz Ballet/09 - Saviours Of Jazz Ballet [Fear Me, December].wav ;; NOMAD-0177 - Mew - Saviours Of Jazz Ballet/09 - Saviours Of Jazz Ballet [Fear Me, December].mp3"
NOMAD-0178,Mew,Special,HIGH,name-match,mp3,4,3,,NOMAD-0178 - Mew - Special/Mew - Special.mp3,NOMAD-0178 - Mew - Special/06 - Special.wav ;; NOMAD-0178 - Mew - Special/06 - Special.mp3
NOMAD-0179,Mew,The Seething Rain Weeps For You,HIGH,name-match,mp3,4,3,,NOMAD-0179 - Mew - The Seething Rain Weeps For You/Mew - The Seething Rain Weeps For You.mp3,NOMAD-0179 - Mew - The Seething Rain Weeps For You/12 - The Seething Rain Weeps For You [Uda Pruda].wav ;; NOMAD-0179 - Mew - The Seething Rain Weeps For You/12 - The Seething Rain Weeps For You [Uda Pruda].mp3
NOMAD-0180,Mew,The Zookeeper's Boy,HIGH,name-match,mp3,4,3,,NOMAD-0180 - Mew - The Zookeeper's Boy/Mew - The Zookeeper's Boy.mp3,NOMAD-0180 - Mew - The Zookeeper's Boy/07 - The Zookeeper's Boy.wav ;; NOMAD-0180 - Mew - The Zookeeper's Boy/07 - The Zookeeper's Boy.mp3
NOMAD-0181,Mew,White Lips Kissed,HIGH,name-match,mp3,4,3,,NOMAD-0181 - Mew - White Lips Kissed/Mew - White Lips Kissed.mp3,NOMAD-0181 - Mew - White Lips Kissed/13 - White Lips Kissed.wav ;; NOMAD-0181 - Mew - White Lips Kissed/13 - White Lips Kissed.mp3
